Stars,Product,Origin,CD_name,Dest,DistanceTravelled_Fac_CD,TruckType,DriverF_CD,DaysStocked,FloorCD,DistanceTravelled_CD_Client,TruckType2,DriverCD_C,RoutDeveliveryOrder
5,P15,F1,CD2,C201,162,SemiTrailler,D03,9,0,88.1,Van,D2_7,3
5,P6,F2,CD3,C304,58,SemiTrailler,D04,8,4,86.7,Van,D3_4,3
5,P12,F2,CD2,C203,162,SemiTrailler,D02,15,4,181.2,Van,D2_2,6
2,P9,F3,CD1,C101,36,Truck,D04,29,0,144,MiniVan,D1_5,5
2,P5,F4,CD2,C202,162,SemiTrailler,D03,25,2,147.8,Van,D2_7,5
1,P7,F3,CD3,C304,58,SemiTrailler,D05,28,3,144.4,MiniVan,D3_6,5
1,P14,F1,CD3,C302,58,SemiTrailler,D06,28,4,149.8,Van,D3_7,5
3,P13,F3,CD1,C101,36,SemiTrailler,D06,19,3,182.2,CityDeliveryTruck,D1_6,6
1,P11,F4,CD2,C204,162,SemiTrailler,D05,33,0,92.5,Van,D2_1,3
2,P14,F4,CD3,C303,58,SemiTrailler,D02,21,1,29.5,Van,D3_3,1
2,P11,F3,CD3,C305,58,SemiTrailler,D02,5,0,29.4,CityDeliveryTruck,D3_4,1
3,P4,F4,CD2,C205,162,SemiTrailler,D03,5,0,87.8,Van,D2_7,3
4,P2,F2,CD3,C303,58,SemiTrailler,D03,35,3,30,MiniVan,D3_7,1
4,P4,F4,CD2,C205,162,Truck,D05,11,4,185.7,Van,D2_4,6
1,P13,F4,CD3,C302,58,SemiTrailler,D01,16,0,144.5,Van,D3_7,5
1,P5,F3,CD2,C204,162,SemiTrailler,D03,6,1,185.6,MiniVan,D2_5,6
3,P4,F1,CD1,C102,36,SemiTrailler,D02,32,1,29.4,Van,D1_4,1
3,P10,F4,CD2,C205,162,SemiTrailler,D04,13,0,30,Van,D2_6,1
4,P4,F2,CD3,C305,58,Truck,D01,14,4,29.5,MiniVan,D3_4,1
1,P5,F3,CD1,C104,36,Truck,D05,16,3,59.3,CityDeliveryTruck,D1_4,2
2,P8,F3,CD3,C304,58,SemiTrailler,D02,30,1,58.1,CityDeliveryTruck,D3_6,2
1,P12,F1,CD3,C301,58,SemiTrailler,D03,28,2,61.7,Van,D3_3,2
3,P2,F2,CD2,C202,162,SemiTrailler,D02,7,3,116.7,CityDeliveryTruck,D2_5,4
4,P14,F2,CD3,C305,58,Truck,D01,22,4,152.4,Van,D3_1,5
1,P9,F2,CD1,C105,36,SemiTrailler,D01,12,2,119.3,CityDeliveryTruck,D1_4,4
1,P12,F3,CD2,C204,162,SemiTrailler,D05,33,1,146.4,Van,D2_4,5
3,P2,F2,CD1,C103,36,SemiTrailler,D01,30,3,122.8,Van,D1_1,4
5,P6,F1,CD1,C102,36,SemiTrailler,D05,14,2,87.7,Van,D1_5,3
4,P2,F2,CD3,C303,58,SemiTrailler,D06,30,4,92.8,MiniVan,D3_3,3
1,P3,F4,CD2,C201,162,Truck,D04,36,2,182.8,Van,D2_3,6
4,P7,F4,CD2,C205,162,Truck,D05,22,3,31.2,MiniVan,D2_7,1
5,P7,F2,CD2,C203,162,SemiTrailler,D02,6,0,175.7,MiniVan,D2_5,1
3,P8,F1,CD3,C304,58,Truck,D03,35,3,87,MiniVan,D3_1,3
3,P10,F2,CD1,C101,36,SemiTrailler,D04,11,3,179.7,CityDeliveryTruck,D1_4,6
5,P4,F1,CD1,C101,36,SemiTrailler,D06,27,0,57.3,CityDeliveryTruck,D1_4,2
2,P5,F1,CD1,C102,36,SemiTrailler,D02,23,2,116.6,Van,D1_2,4
1,P8,F3,CD2,C204,162,SemiTrailler,D02,26,2,183.1,Van,D2_7,6
5,P14,F4,CD1,C103,36,Truck,D04,20,3,29.4,MiniVan,D1_4,1
2,P14,F3,CD1,C104,36,Truck,D03,7,1,91.3,Van,D1_6,3
1,P1,F4,CD3,C302,58,SemiTrailler,D04,29,0,85.5,Van,D3_2,3
1,P5,F4,CD2,C204,162,Truck,D02,14,4,120.5,CityDeliveryTruck,D2_6,4
4,P1,F1,CD3,C304,58,Truck,D05,12,0,175.9,CityDeliveryTruck,D3_5,1
4,P1,F1,CD2,C203,162,SemiTrailler,D02,36,2,89.7,Van,D2_4,3
2,P9,F3,CD3,C305,58,SemiTrailler,D03,7,4,148.5,MiniVan,D3_6,5
3,P2,F4,CD2,C205,162,Truck,D02,8,4,172.3,Van,D2_4,6
4,P12,F1,CD3,C303,58,SemiTrailler,D02,21,0,93.2,CityDeliveryTruck,D3_6,3
2,P8,F4,CD3,C303,58,Truck,D02,33,1,175.9,CityDeliveryTruck,D3_3,6
3,P15,F4,CD2,C203,162,Truck,D03,37,3,31.1,Van,D2_5,1
3,P1,F3,CD1,C105,36,SemiTrailler,D01,8,2,185,MiniVan,D1_1,6
1,P14,F1,CD2,C203,162,SemiTrailler,D06,37,2,150.4,CityDeliveryTruck,D2_5,5
2,P12,F3,CD1,C102,36,SemiTrailler,D01,25,4,62.1,Van,D1_5,2
1,P10,F2,CD2,C202,162,SemiTrailler,D05,9,3,62.8,MiniVan,D2_7,2
1,P4,F1,CD2,C201,162,SemiTrailler,D05,5,3,59.5,Van,D2_6,2
2,P5,F4,CD3,C301,58,SemiTrailler,D06,24,2,62.1,Van,D3_2,2
3,P9,F2,CD2,C202,162,SemiTrailler,D01,26,1,58.5,CityDeliveryTruck,D2_2,2
2,P14,F3,CD1,C102,36,SemiTrailler,D05,26,3,152.8,Van,D1_5,5
4,P3,F1,CD3,C302,58,SemiTrailler,D02,6,0,125,MiniVan,D3_6,4
5,P8,F2,CD3,C303,58,SemiTrailler,D06,29,3,29.9,CityDeliveryTruck,D3_6,1
4,P3,F4,CD3,C302,58,SemiTrailler,D06,22,2,86.7,Van,D3_1,3
3,P1,F4,CD3,C301,58,Truck,D02,18,3,89.2,Van,D3_2,3
2,P5,F2,CD1,C103,36,SemiTrailler,D06,12,2,154.8,Van,D1_1,5
4,P4,F4,CD3,C304,58,SemiTrailler,D06,27,3,143.5,Van,D3_2,5
3,P6,F1,CD2,C205,162,SemiTrailler,D06,24,1,177.2,Van,D2_6,6
4,P11,F2,CD1,C101,36,Truck,D01,8,0,91.9,Van,D1_1,3
2,P8,F3,CD3,C303,58,Truck,D05,37,1,60.1,CityDeliveryTruck,D3_1,2
2,P14,F3,CD2,C205,162,SemiTrailler,D04,20,4,60.7,Van,D2_6,2
3,P7,F3,CD1,C101,36,SemiTrailler,D04,17,2,59.9,Van,D1_3,2
2,P10,F3,CD2,C205,162,SemiTrailler,D01,16,3,152.8,MiniVan,D2_4,5
1,P13,F3,CD2,C202,162,SemiTrailler,D05,9,0,31.2,CityDeliveryTruck,D2_3,1
3,P10,F4,CD3,C301,58,SemiTrailler,D02,15,4,86.5,CityDeliveryTruck,D3_6,3
3,P9,F3,CD1,C105,36,SemiTrailler,D05,10,2,153.4,MiniVan,D1_6,5
1,P12,F2,CD3,C302,58,SemiTrailler,D05,13,0,94.2,Van,D3_5,3
5,P8,F4,CD2,C203,162,SemiTrailler,D03,29,2,184.8,CityDeliveryTruck,D2_3,6
1,P1,F2,CD2,C203,162,SemiTrailler,D06,12,0,117.2,Van,D2_4,4
3,P7,F3,CD1,C102,36,SemiTrailler,D03,30,4,124.9,CityDeliveryTruck,D1_2,4
1,P3,F2,CD3,C301,58,Truck,D04,19,4,93.2,CityDeliveryTruck,D3_7,3
4,P9,F1,CD1,C102,36,SemiTrailler,D03,18,1,144.3,MiniVan,D1_3,5
3,P3,F2,CD1,C101,36,SemiTrailler,D03,10,3,176.2,Van,D1_2,6
3,P13,F4,CD2,C204,162,SemiTrailler,D04,5,1,29.7,Van,D2_7,1
4,P15,F3,CD2,C204,162,SemiTrailler,D06,26,0,31.4,Van,D2_4,1
1,P4,F1,CD2,C205,162,SemiTrailler,D04,5,4,172.8,Van,D2_1,6
1,P12,F4,CD3,C305,58,SemiTrailler,D05,36,4,86.2,MiniVan,D3_3,3
4,P10,F3,CD1,C104,36,SemiTrailler,D04,15,2,152.1,Van,D1_5,5
5,P1,F2,CD3,C302,58,Truck,D06,12,3,91.8,Van,D3_3,3
5,P8,F4,CD3,C304,58,SemiTrailler,D02,20,3,59.2,Van,D3_2,2
4,P15,F3,CD1,C104,36,SemiTrailler,D05,21,1,116.1,Van,D1_2,4
5,P10,F3,CD1,C104,36,SemiTrailler,D01,17,1,120.7,Van,D1_2,4
1,P2,F3,CD3,C305,58,SemiTrailler,D06,37,0,30.3,Van,D3_2,1
5,P2,F3,CD3,C305,58,SemiTrailler,D02,35,3,31,Van,D3_2,1
2,P7,F2,CD2,C201,162,Truck,D03,28,1,61.1,Van,D2_3,6
4,P5,F3,CD1,C103,36,SemiTrailler,D06,12,4,30.6,Van,D1_7,1
3,P4,F4,CD3,C305,58,SemiTrailler,D05,14,4,186.9,CityDeliveryTruck,D3_4,6
2,P12,F4,CD3,C304,58,SemiTrailler,D03,33,3,124.2,MiniVan,D3_3,4
2,P9,F1,CD3,C301,58,SemiTrailler,D03,30,3,30.4,Van,D3_4,1
3,P10,F3,CD2,C202,162,SemiTrailler,D04,34,3,178.9,CityDeliveryTruck,D2_3,6
1,P4,F4,CD1,C105,36,SemiTrailler,D02,14,0,155.9,CityDeliveryTruck,D1_5,5
3,P6,F2,CD3,C302,58,SemiTrailler,D02,19,4,152.3,MiniVan,D3_3,5
2,P2,F3,CD2,C205,162,SemiTrailler,D01,16,1,28.8,MiniVan,D2_2,1
5,P3,F1,CD3,C301,58,SemiTrailler,D05,33,2,30.9,MiniVan,D3_4,1
5,P6,F1,CD3,C301,58,Truck,D01,25,1,151.8,CityDeliveryTruck,D3_2,5
4,P15,F3,CD2,C203,162,Truck,D02,7,0,61.3,Van,D2_3,2
2,P4,F3,CD3,C302,58,SemiTrailler,D01,25,0,152.2,Van,D3_5,5
3,P10,F2,CD1,C105,36,Truck,D04,35,4,181.5,Van,D1_7,6
2,P13,F3,CD3,C305,58,SemiTrailler,D01,11,2,118.3,Van,D3_4,4
2,P11,F2,CD1,C103,36,SemiTrailler,D04,11,2,178.6,Van,D1_5,6
4,P8,F2,CD3,C305,58,Truck,D02,5,2,87.5,Van,D3_4,3
1,P1,F4,CD1,C101,36,Truck,D03,25,4,187,MiniVan,D1_3,6
5,P8,F3,CD2,C201,162,SemiTrailler,D05,8,4,29.5,Van,D2_6,1
3,P9,F3,CD1,C104,36,SemiTrailler,D02,36,4,88.3,CityDeliveryTruck,D1_2,3
3,P8,F4,CD2,C205,162,Truck,D06,17,4,122.1,Van,D2_7,4
1,P8,F4,CD1,C102,36,SemiTrailler,D04,21,3,86.7,Van,D1_7,3
3,P5,F4,CD2,C201,162,Truck,D05,15,2,29.6,Van,D2_6,1
2,P8,F3,CD2,C204,162,Truck,D02,30,3,94.1,Van,D2_4,3
3,P11,F4,CD1,C104,36,Truck,D05,13,4,86.6,MiniVan,D1_2,3
3,P4,F3,CD3,C302,58,SemiTrailler,D03,20,4,59.1,CityDeliveryTruck,D3_6,2
3,P14,F2,CD1,C104,36,SemiTrailler,D02,5,0,62.1,CityDeliveryTruck,D1_1,2
3,P11,F3,CD2,C205,162,Truck,D05,35,3,60.4,Van,D2_1,2
1,P6,F1,CD2,C203,162,Truck,D06,23,0,93.8,Van,D2_5,3
3,P13,F4,CD2,C204,162,Truck,D01,14,1,184.1,MiniVan,D2_2,6
1,P13,F3,CD2,C204,162,Truck,D01,12,1,124.9,CityDeliveryTruck,D2_4,4
3,P8,F4,CD2,C205,162,SemiTrailler,D01,22,2,29.5,CityDeliveryTruck,D2_4,1
2,P6,F1,CD2,C205,162,SemiTrailler,D04,27,3,89,MiniVan,D2_5,3
5,P11,F2,CD3,C301,58,Truck,D06,23,1,91.7,Van,D3_1,3
3,P8,F4,CD3,C304,58,SemiTrailler,D02,15,0,30.6,Van,D3_6,1
3,P7,F4,CD3,C303,58,SemiTrailler,D04,18,3,92,Van,D3_4,3
2,P13,F1,CD3,C302,58,SemiTrailler,D05,21,3,61.8,Van,D3_2,2
3,P7,F3,CD1,C102,36,Truck,D06,35,1,125.3,Van,D1_6,4
2,P13,F1,CD2,C202,162,Truck,D01,8,3,174.9,MiniVan,D2_3,6
2,P9,F2,CD1,C105,36,SemiTrailler,D05,8,2,118.2,CityDeliveryTruck,D1_1,4
3,P13,F3,CD3,C304,58,SemiTrailler,D04,11,3,28.7,CityDeliveryTruck,D3_5,1
3,P9,F4,CD1,C102,36,SemiTrailler,D05,35,4,57.8,Van,D1_7,2
4,P4,F1,CD1,C104,36,Truck,D06,12,0,28.8,Van,D1_5,1
5,P3,F4,CD2,C204,162,SemiTrailler,D06,30,2,93.4,Van,D2_6,3
4,P3,F3,CD3,C301,58,Truck,D01,7,0,90.3,CityDeliveryTruck,D3_7,3
2,P2,F2,CD1,C103,36,Truck,D05,24,3,30.3,MiniVan,D1_5,1
5,P3,F2,CD3,C302,58,SemiTrailler,D04,26,1,30.6,Van,D3_1,1
1,P12,F3,CD2,C204,162,SemiTrailler,D01,8,2,29.6,Van,D2_1,1
2,P1,F2,CD1,C105,36,SemiTrailler,D03,30,1,182.3,MiniVan,D1_6,6
2,P9,F3,CD3,C302,58,Truck,D04,17,4,146.4,Van,D3_4,5
1,P11,F1,CD3,C305,58,Truck,D03,35,2,93.5,Van,D3_2,3
2,P3,F2,CD3,C303,58,SemiTrailler,D01,28,1,87.5,MiniVan,D3_1,3
2,P13,F3,CD1,C104,36,SemiTrailler,D02,28,4,94.1,CityDeliveryTruck,D1_5,3
1,P13,F1,CD2,C203,162,SemiTrailler,D06,22,1,92,Van,D2_5,3
1,P1,F2,CD1,C103,36,Truck,D01,37,1,121.3,Van,D1_5,4
5,P12,F3,CD1,C103,36,Truck,D01,22,0,57,Van,D1_2,2
1,P12,F4,CD3,C304,58,SemiTrailler,D05,12,0,118.6,CityDeliveryTruck,D3_1,4
3,P13,F2,CD3,C305,58,SemiTrailler,D01,6,3,57.3,Van,D3_2,2
3,P5,F1,CD3,C302,58,SemiTrailler,D02,19,3,60.3,Van,D3_5,2
2,P14,F3,CD1,C104,36,SemiTrailler,D05,18,2,150.1,CityDeliveryTruck,D1_7,5
2,P1,F2,CD2,C205,162,SemiTrailler,D06,24,2,147.9,MiniVan,D2_6,5
5,P8,F1,CD3,C303,58,Truck,D04,21,2,28.6,CityDeliveryTruck,D3_7,1
5,P7,F3,CD1,C101,36,SemiTrailler,D01,37,0,28.8,CityDeliveryTruck,D1_5,1
4,P13,F3,CD2,C205,162,SemiTrailler,D05,8,3,30.3,Van,D2_4,1
5,P4,F2,CD3,C301,58,SemiTrailler,D05,10,0,28.6,MiniVan,D3_3,1
3,P1,F3,CD3,C301,58,SemiTrailler,D04,8,2,61.2,CityDeliveryTruck,D3_5,2
5,P3,F2,CD1,C101,36,SemiTrailler,D04,35,2,29.5,CityDeliveryTruck,D1_5,1
4,P14,F3,CD3,C305,58,Truck,D04,9,3,89.8,Van,D3_3,3
1,P11,F3,CD2,C202,162,SemiTrailler,D06,21,1,178.1,CityDeliveryTruck,D2_3,6
5,P8,F3,CD2,C201,162,SemiTrailler,D01,24,0,172.8,Van,D2_1,1
3,P13,F4,CD1,C105,36,Truck,D03,30,0,119.2,Van,D1_2,4
3,P3,F3,CD1,C104,36,SemiTrailler,D06,16,3,149.8,CityDeliveryTruck,D1_2,5
3,P5,F2,CD2,C201,162,SemiTrailler,D02,6,1,30.3,MiniVan,D2_6,1
4,P12,F2,CD2,C205,162,SemiTrailler,D02,28,4,93.4,Van,D2_3,3
2,P3,F3,CD1,C103,36,Truck,D03,10,3,155,CityDeliveryTruck,D1_7,5
2,P10,F2,CD2,C202,162,SemiTrailler,D04,36,4,118.2,Van,D2_1,4
3,P14,F2,CD3,C303,58,SemiTrailler,D01,10,0,89.8,Van,D3_6,3
3,P6,F3,CD3,C301,58,SemiTrailler,D01,22,0,61.8,Van,D3_1,2
5,P6,F2,CD2,C205,162,SemiTrailler,D06,37,2,31.2,MiniVan,D2_3,1
1,P1,F1,CD1,C102,36,Truck,D01,32,1,153.2,MiniVan,D1_1,5
5,P2,F1,CD2,C205,162,Truck,D03,29,2,173.1,Van,D2_2,6
1,P4,F3,CD3,C303,58,SemiTrailler,D01,33,1,185.3,CityDeliveryTruck,D3_7,6
5,P13,F2,CD2,C205,162,SemiTrailler,D02,6,4,184.3,Van,D2_2,6
2,P14,F2,CD3,C304,58,SemiTrailler,D05,30,3,172.9,Van,D3_5,6
1,P2,F2,CD2,C204,162,Truck,D02,21,1,178.6,Van,D2_7,6
5,P6,F1,CD3,C302,58,SemiTrailler,D05,10,4,30.5,Van,D3_3,1
1,P8,F2,CD1,C104,36,SemiTrailler,D05,27,4,30.7,Van,D1_6,1
3,P11,F4,CD1,C103,36,SemiTrailler,D02,18,4,156.6,CityDeliveryTruck,D1_7,5
3,P7,F1,CD1,C105,36,Truck,D04,21,0,174,CityDeliveryTruck,D1_6,6
2,P6,F3,CD1,C105,36,SemiTrailler,D02,17,2,59.5,CityDeliveryTruck,D1_1,2
3,P2,F2,CD2,C201,162,SemiTrailler,D04,8,3,89.2,CityDeliveryTruck,D2_7,3
4,P1,F4,CD1,C101,36,SemiTrailler,D01,37,2,124.1,CityDeliveryTruck,D1_4,4
3,P10,F3,CD2,C205,162,SemiTrailler,D05,5,1,58.5,Van,D2_7,2
3,P7,F2,CD2,C201,162,SemiTrailler,D02,13,1,121.5,MiniVan,D2_5,4
2,P12,F1,CD1,C101,36,SemiTrailler,D04,17,1,188.4,MiniVan,D1_3,6
4,P15,F4,CD2,C202,162,Truck,D05,16,4,180.1,Van,D2_5,6
5,P13,F2,CD3,C301,58,SemiTrailler,D05,15,2,122.4,Van,D3_5,4
4,P14,F1,CD3,C302,58,Truck,D02,23,4,121.2,CityDeliveryTruck,D3_2,4
2,P2,F2,CD1,C103,36,SemiTrailler,D05,20,2,59,Van,D1_2,2
5,P4,F4,CD2,C203,162,SemiTrailler,D03,27,4,155.5,Van,D2_5,5
1,P6,F4,CD1,C102,36,SemiTrailler,D05,25,2,124.3,CityDeliveryTruck,D1_7,4
1,P15,F3,CD2,C202,162,SemiTrailler,D06,5,1,116.2,CityDeliveryTruck,D2_2,4
3,P7,F3,CD1,C104,36,Truck,D04,15,2,31,CityDeliveryTruck,D1_4,1
3,P4,F4,CD2,C202,162,Truck,D04,28,1,147.9,Van,D2_1,5
5,P2,F3,CD3,C302,58,SemiTrailler,D04,18,0,31.3,Van,D3_5,1
3,P6,F3,CD2,C202,162,SemiTrailler,D01,32,3,148,Van,D2_5,5
4,P6,F4,CD3,C305,58,Truck,D03,16,2,90.3,MiniVan,D3_2,3
4,P10,F2,CD2,C202,162,SemiTrailler,D05,20,1,124.7,CityDeliveryTruck,D2_6,4
3,P2,F1,CD1,C105,36,SemiTrailler,D05,24,0,29.1,MiniVan,D1_1,1
5,P7,F1,CD2,C201,162,SemiTrailler,D03,29,0,151.1,CityDeliveryTruck,D2_7,5
4,P1,F2,CD1,C104,36,SemiTrailler,D05,20,1,154.1,Van,D1_2,5
5,P14,F2,CD2,C205,162,Truck,D04,6,3,60.9,CityDeliveryTruck,D2_5,2
2,P2,F3,CD2,C205,162,Truck,D03,5,0,88.4,MiniVan,D2_4,3
5,P12,F3,CD3,C305,58,Truck,D03,25,4,92.5,CityDeliveryTruck,D3_3,3
3,P6,F2,CD2,C202,162,SemiTrailler,D04,13,3,157.4,Van,D2_5,5
2,P14,F3,CD3,C304,58,Truck,D03,33,2,185.5,Van,D3_6,6
4,P9,F3,CD2,C205,162,SemiTrailler,D06,7,3,146.3,MiniVan,D2_4,5
1,P4,F1,CD2,C201,162,Truck,D05,33,4,59.4,CityDeliveryTruck,D2_3,2
2,P6,F1,CD3,C301,58,Truck,D06,18,0,172.3,MiniVan,D3_4,6
4,P8,F4,CD1,C105,36,SemiTrailler,D06,8,1,182.8,Van,D1_5,6
5,P11,F1,CD1,C103,36,SemiTrailler,D03,14,3,87.1,MiniVan,D1_1,3
5,P6,F4,CD3,C304,58,SemiTrailler,D02,37,2,61.6,Van,D3_5,2
4,P7,F3,CD3,C304,58,SemiTrailler,D05,6,1,61.1,Van,D3_7,2
4,P7,F4,CD1,C101,36,SemiTrailler,D06,13,4,60,CityDeliveryTruck,D1_2,2
2,P11,F2,CD1,C102,36,SemiTrailler,D06,17,3,144.8,MiniVan,D1_3,5
4,P2,F3,CD1,C103,36,Truck,D06,34,0,152.1,Van,D1_5,5
3,P5,F4,CD3,C301,58,Truck,D03,14,4,91.5,Van,D3_6,3
4,P13,F3,CD2,C205,162,SemiTrailler,D03,5,1,118.7,Van,D2_1,4
4,P11,F1,CD1,C104,36,Truck,D01,15,1,94.4,MiniVan,D1_1,3
3,P11,F4,CD2,C205,162,Truck,D06,29,4,86.5,Van,D2_1,3
2,P15,F4,CD3,C303,58,Truck,D05,33,3,91.3,CityDeliveryTruck,D3_2,3
5,P13,F3,CD3,C301,58,Truck,D06,13,0,29.3,Van,D3_7,1
5,P8,F1,CD3,C305,58,SemiTrailler,D04,18,0,87.1,MiniVan,D3_4,3
3,P3,F3,CD2,C203,162,SemiTrailler,D03,12,1,88.5,Van,D2_6,3
1,P12,F4,CD1,C101,36,SemiTrailler,D04,24,4,117.5,Van,D1_5,4
5,P9,F2,CD3,C305,58,Truck,D04,35,4,183.3,MiniVan,D3_1,6
1,P10,F2,CD2,C201,162,Truck,D06,31,1,29.4,Van,D2_1,1
4,P5,F4,CD2,C203,162,Truck,D01,27,3,145,CityDeliveryTruck,D2_7,5
1,P7,F1,CD2,C203,162,SemiTrailler,D01,25,2,117.2,Van,D2_3,4
3,P8,F3,CD3,C303,58,SemiTrailler,D06,16,4,125.3,Van,D3_7,4
5,P5,F1,CD3,C302,58,SemiTrailler,D05,12,1,114.1,Van,D3_5,4
2,P6,F1,CD3,C305,58,SemiTrailler,D06,12,2,149.5,Van,D3_1,5
3,P4,F4,CD3,C304,58,SemiTrailler,D05,23,4,144.8,Van,D3_7,5
2,P9,F3,CD2,C204,162,SemiTrailler,D05,10,2,116.3,Van,D2_2,4
1,P9,F1,CD3,C301,58,SemiTrailler,D05,37,0,187.5,Van,D3_4,6
3,P2,F2,CD2,C203,162,SemiTrailler,D05,21,4,171.4,CityDeliveryTruck,D2_6,6
1,P15,F4,CD1,C102,36,SemiTrailler,D04,26,3,89.2,CityDeliveryTruck,D1_1,3
3,P10,F1,CD3,C301,58,SemiTrailler,D05,5,4,29.6,CityDeliveryTruck,D3_3,1
3,P4,F4,CD1,C103,36,SemiTrailler,D02,27,4,91.6,Van,D1_2,3
4,P13,F3,CD2,C205,162,SemiTrailler,D05,26,1,182.6,MiniVan,D2_1,6
2,P13,F3,CD1,C101,36,Truck,D01,16,4,171.8,Van,D1_7,6
5,P3,F1,CD3,C302,58,Truck,D02,14,2,116,MiniVan,D3_2,4
5,P7,F2,CD2,C205,162,SemiTrailler,D01,24,2,123.7,Van,D2_7,4
3,P8,F3,CD1,C105,36,Truck,D03,28,2,182.3,CityDeliveryTruck,D1_7,6
4,P13,F3,CD3,C304,58,Truck,D06,8,1,29.1,MiniVan,D3_4,1
5,P10,F3,CD3,C304,58,SemiTrailler,D02,16,0,87.6,Van,D3_7,3
4,P8,F1,CD1,C101,36,SemiTrailler,D02,7,4,114.6,MiniVan,D1_2,4
2,P12,F3,CD3,C303,58,SemiTrailler,D06,26,4,154.1,Van,D3_5,5
4,P12,F3,CD1,C103,36,Truck,D03,9,1,156,CityDeliveryTruck,D1_2,5
1,P1,F1,CD2,C202,162,SemiTrailler,D01,14,3,93.9,MiniVan,D2_4,3
3,P4,F3,CD2,C201,162,SemiTrailler,D04,28,1,123,MiniVan,D2_6,4
5,P3,F3,CD3,C302,58,SemiTrailler,D06,30,1,29,CityDeliveryTruck,D3_1,1
3,P3,F3,CD3,C303,58,SemiTrailler,D04,20,2,185.1,Van,D3_7,6
3,P15,F3,CD1,C102,36,SemiTrailler,D03,5,3,116.3,CityDeliveryTruck,D1_4,4
3,P8,F2,CD1,C103,36,SemiTrailler,D06,17,2,176.7,CityDeliveryTruck,D1_3,6
2,P14,F4,CD2,C201,162,SemiTrailler,D06,14,0,145.2,Van,D2_4,5
2,P3,F3,CD3,C303,58,SemiTrailler,D01,21,4,87.2,CityDeliveryTruck,D3_4,3
4,P9,F2,CD1,C102,36,Truck,D05,37,0,91.1,CityDeliveryTruck,D1_2,3
3,P13,F4,CD1,C102,36,SemiTrailler,D03,20,3,156,CityDeliveryTruck,D1_2,5
4,P4,F2,CD3,C305,58,SemiTrailler,D01,6,3,63,CityDeliveryTruck,D3_4,2
3,P2,F1,CD1,C105,36,Truck,D03,25,3,188.9,CityDeliveryTruck,D1_7,6
3,P12,F1,CD1,C104,36,SemiTrailler,D03,30,4,93.2,CityDeliveryTruck,D1_2,3
4,P13,F2,CD2,C203,162,SemiTrailler,D06,23,4,180.2,CityDeliveryTruck,D2_1,6
5,P8,F4,CD1,C102,36,SemiTrailler,D05,31,4,182.9,CityDeliveryTruck,D1_6,6
4,P1,F2,CD3,C302,58,Truck,D03,32,2,89,Van,D3_7,3
5,P4,F1,CD1,C105,36,SemiTrailler,D06,7,1,29.3,CityDeliveryTruck,D1_5,1
5,P6,F2,CD3,C301,58,SemiTrailler,D04,6,1,94.2,Van,D3_3,3
1,P3,F1,CD2,C204,162,SemiTrailler,D01,13,4,117.9,Van,D2_6,4
1,P7,F3,CD2,C202,162,Truck,D02,22,4,117.8,CityDeliveryTruck,D2_4,4
3,P2,F3,CD3,C304,58,SemiTrailler,D05,37,2,59.1,Van,D3_2,2
3,P2,F3,CD2,C205,162,SemiTrailler,D06,33,3,144.3,MiniVan,D2_1,5
3,P13,F2,CD2,C201,162,SemiTrailler,D04,14,0,57.8,CityDeliveryTruck,D2_2,2
4,P8,F1,CD3,C303,58,SemiTrailler,D06,18,0,89.9,CityDeliveryTruck,D3_5,3
1,P10,F1,CD2,C201,162,SemiTrailler,D02,19,1,156.2,CityDeliveryTruck,D2_4,5
5,P4,F4,CD3,C305,58,SemiTrailler,D05,34,2,117,CityDeliveryTruck,D3_2,4
1,P13,F2,CD3,C303,58,Truck,D02,36,3,155.9,Van,D3_5,5
2,P13,F1,CD3,C304,58,SemiTrailler,D06,10,4,151.1,Van,D3_4,5
4,P2,F2,CD3,C304,58,Truck,D02,15,2,63,Van,D3_6,2
3,P9,F1,CD2,C204,162,SemiTrailler,D06,7,2,155.4,Van,D2_7,5
4,P9,F1,CD3,C304,58,SemiTrailler,D04,8,0,115.8,CityDeliveryTruck,D3_6,4
4,P12,F3,CD1,C103,36,SemiTrailler,D03,23,4,124.2,Van,D1_3,4
2,P3,F1,CD2,C205,162,SemiTrailler,D05,11,1,142.9,Van,D2_5,5
4,P5,F2,CD2,C201,162,SemiTrailler,D06,14,3,171.3,CityDeliveryTruck,D2_4,6
5,P3,F4,CD3,C302,58,SemiTrailler,D05,23,1,89.8,CityDeliveryTruck,D3_1,3
3,P15,F2,CD1,C104,36,SemiTrailler,D02,23,3,156.4,CityDeliveryTruck,D1_3,5
1,P1,F1,CD2,C204,162,SemiTrailler,D04,5,2,30.4,Van,D2_5,1
5,P12,F3,CD1,C105,36,SemiTrailler,D03,16,1,153.4,Van,D1_7,5
3,P10,F3,CD3,C302,58,SemiTrailler,D03,17,1,86.1,CityDeliveryTruck,D3_1,3
5,P8,F1,CD1,C101,36,SemiTrailler,D05,34,0,59.6,CityDeliveryTruck,D1_5,2
4,P2,F1,CD2,C201,162,SemiTrailler,D05,10,0,29.2,Van,D2_1,1
5,P9,F3,CD2,C203,162,SemiTrailler,D04,23,2,146,MiniVan,D2_4,5
4,P7,F3,CD1,C103,36,Truck,D06,11,0,90,MiniVan,D1_5,3
